Team,Game No.,Offensive Rating,Defensive Rating,Overall Rating
1985-86,6,111.08523521192362,88.36689038031321,99.72606279611841
1985-86,7,109.57031250000003,87.17472118959108,98.37251684479556
1985-86,8,106.24370594159114,85.99548241368183,96.11959417763649
1985-86,9,102.12394530113471,83.0729906276626,92.59846796439865
1985-86,10,101.64693772516729,80.0964711855801,90.8717044553737
1985-86,11,99.31350114416477,77.97226642418732,88.64288378417605
1985-86,12,99.58027282266528,79.10602910602911,89.34315096434719
1985-86,13,99.78748068006185,78.23844096293466,89.01296082149825
1985-86,14,99.08700322234158,78.40525661516604,88.74612991875381
1985-86,15,99.02139658318131,78.61166335321404,88.81652996819767
1985-86,16,98.468606431853,77.91807822605482,88.19334232895392
1985-86,17,98.30218290769012,79.28663515255694,88.79440903012353
1985-86,18,98.4868954336666,81.25765618619845,89.87227580993252
1985-86,19,97.75009533494345,81.39834881320948,89.57422207407646
1985-86,20,97.53027214962238,80.435847208619,88.98305967912069
1985-86,21,97.96757250513818,80.8362369337979,89.40190471946804
1985-86,22,97.26311198342604,80.50188763046856,88.8824998069473
1985-86,23,97.75186469166933,81.02470852497594,89.38828660832263
1985-86,24,97.34513274336287,80.79252643465762,89.06882958901025
1985-86,25,96.99558456517569,80.30555283517774,88.6505687001767
1985-86,26,97.29453328374863,81.03497298834232,89.16475313604548
1985-86,27,97.18486641563567,81.87241854061494,89.5286424781253
1985-86,28,97.20201933772572,81.94993412384714,89.57597673078644
1985-86,29,97.70304883086843,82.49428885692527,90.09866884389685
1985-86,30,97.66437370020799,82.30066851459316,89.98252110740057
1985-86,31,97.70826881387428,82.5901665219793,90.14921766792679
1985-86,32,97.48758838573795,82.54735066329268,90.01746952451532
1985-86,33,97.3357664233577,82.78712945032025,90.06144793683897
1985-86,34,97.13047801690463,82.95298123596318,90.0417296264339
1985-86,35,97.08737864077672,83.2747221831481,90.18105041196242
1985-86,36,97.21293944659806,82.8105822991954,90.01176087289673
1985-86,37,96.64355601632867,82.94012095434304,89.79183848533586
1985-86,38,96.22534501228813,82.6086956521739,89.41702033223102
1985-86,39,95.92362944318253,82.4862680724793,89.20494875783092
1985-86,40,95.56579498533901,82.6103009045597,89.08804794494935
1986-87,1,113.33333333333333,91.8918918918919,102.61261261261262
1986-87,2,104.10764872521247,95.00693481276005,99.55729176898626
1986-87,3,113.01989150090417,90.5829596412556,101.80142557107987
1986-87,4,109.62566844919786,89.75217682518418,99.68892263719101
1986-87,5,113.40482573726543,89.22829581993568,101.31656077860055
1986-87,6,111.08637577916296,89.16629514043692,100.12633545979995
1986-87,7,109.14285714285714,88.41347974252176,98.77816844268945
1986-87,8,107.75577557755776,85.31353135313532,96.53465346534654
1986-87,9,110.15965166908563,83.35762168464004,96.75863667686284
1986-87,10,109.54016913319239,83.86159535129424,96.70088224224332
1986-87,11,109.31125509959203,81.61553211888781,95.46339360923992
1986-87,12,110.89021426993595,83.62521891418562,97.25771659206079
1986-87,13,109.50162074554295,85.24096385542168,97.37129230048231
1986-87,14,109.68955785512699,84.88805970149254,97.28880877830977
1986-87,15,109.91456034175864,84.67243510506799,97.29349772341331
1986-87,16,108.52263306251038,86.3036303630363,97.41313171277335
1986-87,17,109.51053283767041,88.61638130495142,99.06345707131092
1986-87,18,109.33625091174326,87.80345980520424,98.56985535847375
1986-87,19,108.30449826989621,88.5560463832137,98.43027232655496
1986-87,20,107.32189973614777,88.39015400816112,97.85602687215444
1986-87,21,105.95984943538271,87.9327646763673,96.946307055875
1986-87,22,105.8569371099376,87.8045852838795,96.83076119690855
1986-87,23,105.91756850103616,88.10319014165611,97.01037932134614
1986-87,24,106.34328358208955,88.75219683655537,97.54774020932246
1986-87,25,105.9532621338691,89.31030829537028,97.6317852146197
1986-87,26,106.14295969644141,89.29122518259437,97.7170924395179
1986-87,27,106.14469772051538,90.33446147720485,98.23957959886012
1986-87,28,105.80416905718111,90.80437703973891,98.30427304846
1986-87,29,105.48249675865901,90.7104333271341,98.09646504289655
1986-87,30,105.1072614666547,91.07287631744889,98.09006889205179
1986-87,31,104.75774770842428,90.62691265191923,97.69233018017175
1986-87,32,105.09934339558285,90.88972217487644,97.99453278522964
1986-87,33,105.09159927380756,91.73137287295556,98.41148607338155
1987-88,1,125.85812356979406,89.3719806763285,107.61505212306128
1987-88,2,120.28301886792454,71.34292565947243,95.81297226369848
1987-88,3,116.94214876033058,72.36842105263158,94.65528490648109
1987-88,4,118.29268292682926,74.57729468599032,96.43498880640979
1987-88,5,120.6733048838312,73.46647646219687,97.06989067301403
1987-88,6,120.73806658644205,76.28824476650563,98.51315567647384
1987-88,7,121.2923728813559,82.80479210711769,102.0485824942368
1987-88,8,121.94367069018878,89.18582970789309,105.56475019904093
1987-88,9,122.20098306936097,87.81753619229718,105.00925963082908
1987-88,10,121.49999999999999,87.48753738783648,104.49376869391824
1987-88,11,119.46293321092494,86.28571428571428,102.87432374831961
1987-88,12,117.06391056739085,87.32840549102427,102.19615802920757
1987-88,13,116.0275319567355,87.99842859948929,102.0129802781124
1987-88,14,116.63636363636363,88.18696366624064,102.41166365130213
1987-88,15,115.92724800271972,88.97221748764274,102.44973274518122
1987-88,16,116.90073412065114,88.43265697395749,102.66669554730431
1987-88,17,116.40012070006036,88.89563106796116,102.64787588401076
1987-88,18,115.54952122338148,89.62941683424303,102.58946902881226
1987-88,19,115.26373326045369,90.15151515151516,102.70762420598442
1987-88,20,116.05981794538363,90.24134312696748,103.15058053617555
1987-88,21,116.67703795892967,91.78409662808255,104.23056729350611
1987-88,22,116.159809183065,91.46415185588201,103.81198051947351
1987-88,23,114.93860845839016,91.42890146702092,103.18375496270554
1987-88,24,114.36662672911446,92.63157894736842,103.49910283824144
1987-88,25,114.33500627352574,93.62719065321296,103.98109846336935
1987-88,26,113.75741131544568,94.37442360897634,104.06591746221102
1987-88,27,114.10888695483996,94.77575160177429,104.44231927830712
1987-88,28,113.45522737927803,94.34233199310742,103.89877968619273
1987-88,29,113.58665937670858,94.9590773809524,104.27286837883048
1987-88,30,112.7368884971353,94.72119628862265,103.72904239287897
1987-88,31,112.68866717830647,94.7276688453159,103.70816801181118
1987-88,32,112.91254125412541,94.93510871397271,103.92382498404906
1987-88,33,112.5080076873799,95.13093289689034,103.81947029213512
1987-88,34,112.32309015560249,94.86954440277667,103.59631727918958
1987-88,35,111.45746217592945,94.81688392302918,103.13717304947932
1988-89,1,114.61318051575928,73.13829787234042,93.87573919404986
1988-89,2,120.3059805285118,70.20997375328083,95.25797714089632
1988-89,3,121.04787714543812,65.72164948453609,93.38476331498711
1988-89,4,116.90885072655217,68.12420785804815,92.51652929230016
1988-89,5,114.43298969072164,71.2082262210797,92.82060795590067
1988-89,6,116.19718309859155,77.6003276003276,96.89875534945958
1988-89,7,117.76339446242359,82.33427362482371,100.04883404362366
1988-89,8,116.88514357053681,80.67484662576689,98.77999509815186
1988-89,9,116.43454038997211,79.63267543859651,98.03360791428432
1988-89,10,116.05152340847162,77.35480722303564,96.70316531575364
1988-89,11,115.68094266938589,79.17038358608386,97.42566312773488
1988-89,12,116.74651114351175,76.6079475624744,96.67722935299307
1988-89,13,115.89595375722541,77.60742002650011,96.75168689186276
1988-89,14,114.07593123209168,80.363443895554,97.21968756382284
1988-89,15,113.17738135307975,81.82572614107883,97.5015537470793
1988-89,16,112.98804780876495,84.28818081933763,98.63811431405128
1988-89,17,112.70338856545754,83.46803820720059,98.08571338632908
1988-89,18,112.2275686385508,84.87934160970848,98.55345512412964
1988-89,19,112.71367521367522,85.39636555175139,99.05502038271331
