player,gameno,eff
Alaa_Abdelnaby_87,1,3
Alaa_Abdelnaby_87,3,17
Alaa_Abdelnaby_87,4,-2
Alaa_Abdelnaby_87,5,1
Alaa_Abdelnaby_87,6,1
Alaa_Abdelnaby_87,8,9
Alaa_Abdelnaby_87,9,12
Alaa_Abdelnaby_87,11,13
Alaa_Abdelnaby_87,12,5
Alaa_Abdelnaby_87,13,-2
Alaa_Abdelnaby_87,14,2
Alaa_Abdelnaby_87,15,3
Alaa_Abdelnaby_87,16,-2
Alaa_Abdelnaby_87,17,-2
Alaa_Abdelnaby_87,18,2
Alaa_Abdelnaby_87,19,2
Alaa_Abdelnaby_87,21,1
Alaa_Abdelnaby_87,22,9
Alaa_Abdelnaby_87,23,3
Alaa_Abdelnaby_87,24,4
Alaa_Abdelnaby_87,25,2
Alaa_Abdelnaby_87,26,3
Alaa_Abdelnaby_87,27,1
Alaa_Abdelnaby_87,28,16
Alaa_Abdelnaby_87,29,-1
Alaa_Abdelnaby_87,30,1
Alaa_Abdelnaby_87,31,2
Alaa_Abdelnaby_87,32,2
Alaa_Abdelnaby_87,33,3
Alaa_Abdelnaby_88,1,3
Alaa_Abdelnaby_88,2,6
Alaa_Abdelnaby_88,3,4
Alaa_Abdelnaby_88,4,13
Alaa_Abdelnaby_88,6,2
Alaa_Abdelnaby_88,7,-2
Alaa_Abdelnaby_88,8,8
Alaa_Abdelnaby_88,9,7
Alaa_Abdelnaby_88,10,4
Alaa_Abdelnaby_88,11,10
Alaa_Abdelnaby_88,12,7
Alaa_Abdelnaby_88,13,0
Alaa_Abdelnaby_88,14,4
Alaa_Abdelnaby_88,15,2
Alaa_Abdelnaby_88,16,8
Alaa_Abdelnaby_88,17,7
Alaa_Abdelnaby_88,18,2
Alaa_Abdelnaby_88,19,-1
Alaa_Abdelnaby_88,20,6
Alaa_Abdelnaby_88,21,6
Alaa_Abdelnaby_88,22,0
Alaa_Abdelnaby_88,23,-2
Alaa_Abdelnaby_88,24,3
Alaa_Abdelnaby_88,25,-2
Alaa_Abdelnaby_88,26,1
Alaa_Abdelnaby_88,27,0
Alaa_Abdelnaby_88,28,2
Alaa_Abdelnaby_88,29,13
Alaa_Abdelnaby_88,30,-3
Alaa_Abdelnaby_88,31,6
Alaa_Abdelnaby_88,32,15
Alaa_Abdelnaby_88,33,0
Alaa_Abdelnaby_88,34,3
Alaa_Abdelnaby_88,35,2
Alaa_Abdelnaby_89,1,2
Alaa_Abdelnaby_89,2,16
Alaa_Abdelnaby_89,3,26
Alaa_Abdelnaby_89,4,11
Alaa_Abdelnaby_89,5,20
Alaa_Abdelnaby_89,6,15
Alaa_Abdelnaby_89,7,15
Alaa_Abdelnaby_89,9,6
Alaa_Abdelnaby_89,10,13
Alaa_Abdelnaby_89,11,7
Alaa_Abdelnaby_89,12,21
Alaa_Abdelnaby_89,13,4
Alaa_Abdelnaby_89,14,1
Alaa_Abdelnaby_89,15,0
Alaa_Abdelnaby_89,16,24
Alaa_Abdelnaby_89,17,7
Alaa_Abdelnaby_89,18,5
Alaa_Abdelnaby_89,19,18
Alaa_Abdelnaby_89,20,13
Alaa_Abdelnaby_89,21,4
Alaa_Abdelnaby_89,22,12
Alaa_Abdelnaby_89,23,16
Alaa_Abdelnaby_89,24,4
Alaa_Abdelnaby_89,25,6
Alaa_Abdelnaby_89,26,-1
Alaa_Abdelnaby_89,29,15
Alaa_Abdelnaby_89,30,15
Alaa_Abdelnaby_89,31,11
Alaa_Abdelnaby_89,32,8
Alaa_Abdelnaby_89,33,12
Alaa_Abdelnaby_89,34,2
Alaa_Abdelnaby_89,35,-1
Alaa_Abdelnaby_89,36,1
Alaa_Abdelnaby_90,1,16
Alaa_Abdelnaby_90,2,13
Alaa_Abdelnaby_90,3,10
Alaa_Abdelnaby_90,4,13
Alaa_Abdelnaby_90,5,12
Alaa_Abdelnaby_90,6,20
Alaa_Abdelnaby_90,7,11
Alaa_Abdelnaby_90,8,14
Alaa_Abdelnaby_90,9,21
Alaa_Abdelnaby_90,10,22
Alaa_Abdelnaby_90,11,30
Alaa_Abdelnaby_90,12,19
Alaa_Abdelnaby_90,13,14
Alaa_Abdelnaby_90,14,22
Alaa_Abdelnaby_90,15,16
Alaa_Abdelnaby_90,16,22
Alaa_Abdelnaby_90,17,22
Alaa_Abdelnaby_90,18,11
Alaa_Abdelnaby_90,19,16
Alaa_Abdelnaby_90,20,16
Alaa_Abdelnaby_90,21,33
Alaa_Abdelnaby_90,22,19
Alaa_Abdelnaby_90,23,15
Alaa_Abdelnaby_90,24,23
Alaa_Abdelnaby_90,25,8
Alaa_Abdelnaby_90,26,14
Alaa_Abdelnaby_90,27,36
Alaa_Abdelnaby_90,28,16
Alaa_Abdelnaby_90,29,4
Alaa_Abdelnaby_90,30,18
Alaa_Abdelnaby_90,31,16
Alaa_Abdelnaby_90,32,11
Alaa_Abdelnaby_90,33,31
Alaa_Abdelnaby_90,34,19
Alaa_Abdelnaby_90,35,20
Alaa_Abdelnaby_90,36,33
Alaa_Abdelnaby_90,37,22
Alaa_Abdelnaby_90,38,18
Alan_Shaw_71,1,16
Alan_Shaw_71,2,4
Alan_Shaw_71,3,11
Alan_Shaw_71,4,4
Alan_Shaw_71,5,6
Alan_Shaw_71,6,9
Alan_Shaw_71,7,18
Alan_Shaw_71,8,5
Alan_Shaw_71,9,22
Alan_Shaw_71,10,22
Alan_Shaw_71,11,6
Alan_Shaw_71,12,7
Alan_Shaw_71,13,6
Alan_Shaw_71,14,14
Alan_Shaw_71,15,7
Alan_Shaw_71,16,9
Alan_Shaw_71,17,9
Alan_Shaw_71,18,12
Alan_Shaw_71,19,10
Alan_Shaw_71,20,3
Alan_Shaw_71,21,0
Alan_Shaw_71,22,9
Alan_Shaw_71,23,13
Alan_Shaw_71,24,5
Alan_Shaw_71,25,14
Alan_Shaw_71,26,4
Alan_Shaw_71,27,2
Alan_Shaw_71,28,3
Alan_Shaw_71,29,18
Alan_Shaw_71,30,8
Alan_Shaw_72,1,18
Alan_Shaw_72,2,22
Alan_Shaw_72,3,15
Alan_Shaw_72,4,26
Alan_Shaw_72,5,16
Alan_Shaw_72,6,15
Alan_Shaw_72,7,19
Alan_Shaw_72,8,22
Alan_Shaw_72,9,34
Alan_Shaw_72,10,12
Alan_Shaw_72,11,9
Alan_Shaw_72,12,13
Alan_Shaw_72,13,29
Alan_Shaw_72,14,17
Alan_Shaw_72,15,35
Alan_Shaw_72,16,7
Alan_Shaw_72,17,26
Alan_Shaw_72,18,25
Alan_Shaw_72,19,27
Alan_Shaw_72,20,24
Alan_Shaw_72,21,25
Alan_Shaw_72,22,17
Alan_Shaw_72,23,8
Alan_Shaw_72,24,14
Alan_Shaw_72,25,18
Alan_Shaw_72,26,19
Alan_Shaw_73,1,17
Alan_Shaw_73,2,17
Alan_Shaw_73,3,17
Alan_Shaw_73,4,13
Alan_Shaw_73,5,17
Alan_Shaw_73,6,12
Alan_Shaw_73,7,7
Alan_Shaw_73,8,10
Alan_Shaw_73,9,12
Alan_Shaw_73,10,14
Alan_Shaw_73,11,3
Alan_Shaw_73,12,-2
Alan_Shaw_73,13,23
Alan_Shaw_73,14,9
Alan_Shaw_73,15,6
Alan_Shaw_73,16,22
Alan_Shaw_73,17,11
Alan_Shaw_73,18,10
Alan_Shaw_73,19,6
Alan_Shaw_73,20,10
Alan_Shaw_73,21,19
Alan_Shaw_73,22,-3
Alan_Shaw_73,23,3
Alan_Shaw_73,24,9
Alan_Shaw_73,25,0
Alan_Shaw_73,26,5
Aleksander_Czyz_10,1,16
Aleksander_Czyz_10,2,4
Aleksander_Czyz_10,3,5
Aleksander_Czyz_10,4,1
Aleksander_Czyz_10,6,0
Aleksander_Czyz_10,9,0
Aleksander_Czyz_9,1,2
Aleksander_Czyz_9,2,4
Aleksander_Czyz_9,4,0
Aleksander_Czyz_9,5,0
Aleksander_Czyz_9,6,0
Aleksander_Czyz_9,7,-1
Aleksander_Czyz_9,10,-3
Aleksander_Czyz_9,11,0
Aleksander_Czyz_9,12,1
Aleksander_Czyz_9,19,0
Aleksander_Czyz_9,21,-1
Aleksander_Czyz_9,35,0
Aleksander_Czyz_9,37,0
Alex_Murphy_13,1,0
Alex_Murphy_13,2,-1
Alex_Murphy_13,3,1
Alex_Murphy_13,5,1
Alex_Murphy_13,6,0
Alex_Murphy_13,7,13
Alex_Murphy_13,8,3
Alex_Murphy_13,9,8
Alex_Murphy_13,10,0
Alex_Murphy_13,11,0
Alex_Murphy_13,12,0
Alex_Murphy_13,13,4
Alex_Murphy_13,14,2
Alex_Murphy_13,15,0
Alex_Murphy_13,16,0
Alex_Murphy_13,17,12
Alex_Murphy_13,18,0
Alex_Murphy_13,19,2
Alex_Murphy_13,20,-1
Alex_Murphy_13,21,0
Alex_Murphy_13,22,-1
Alex_Murphy_13,23,0
Alex_Murphy_13,24,0
Alex_Murphy_13,25,8
Alex_Murphy_13,26,3
Alex_Murphy_13,27,2
Alex_Murphy_13,29,2
Alex_Murphy_13,32,-1
Alex_Murphy_13,33,0
Alex_Murphy_13,34,0
Alex_Murphy_13,36,-1
Alex_Murphy_14,1,6
Alex_Murphy_14,2,-1
Alex_Murphy_14,3,-3
Alex_Murphy_14,4,-1
Alex_Murphy_14,6,3
Alex_O'Connell_18,1,10
Alex_O'Connell_18,2,10
Alex_O'Connell_18,3,0
Alex_O'Connell_18,4,3
Alex_O'Connell_18,5,13
Alex_O'Connell_18,6,11
Alex_O'Connell_18,7,5
Alex_O'Connell_18,8,4
Alex_O'Connell_18,9,0
Alex_O'Connell_18,10,4
Alex_O'Connell_18,11,7
Alex_O'Connell_18,12,0
Alex_O'Connell_18,13,10
Alex_O'Connell_18,14,3
Alex_O'Connell_18,15,0
Alex_O'Connell_18,16,9
Alex_O'Connell_18,17,12
Alex_O'Connell_18,18,1
Alex_O'Connell_18,19,-3
Alex_O'Connell_18,20,10
Alex_O'Connell_18,21,-1
Alex_O'Connell_18,22,-2
Allen_Williams_80,1,-1
Allen_Williams_80,2,-1
Allen_Williams_80,3,-1
Allen_Williams_80,4,12
Allen_Williams_80,5,4
Allen_Williams_80,7,0
Allen_Williams_80,8,8
Allen_Williams_80,9,5
Allen_Williams_80,10,3
Allen_Williams_80,11,2
Allen_Williams_80,12,0
Allen_Williams_80,13,-1
Allen_Williams_80,14,4
Allen_Williams_80,15,1
Allen_Williams_80,16,11
Allen_Williams_80,17,1
Allen_Williams_80,18,4
Allen_Williams_80,19,6
Allen_Williams_80,20,4
Allen_Williams_80,21,-1
Allen_Williams_80,22,2
Allen_Williams_80,23,4
Allen_Williams_80,24,0
Allen_Williams_80,25,8
Allen_Williams_80,26,2
Allen_Williams_80,27,4
Allen_Williams_80,28,0
Allen_Williams_80,29,0
Allen_Williams_80,30,4
Allen_Williams_80,31,3
Allen_Williams_80,32,0
Allen_Williams_80,33,0
Allen_Williams_81,1,13
Allen_Williams_81,2,3
Allen_Williams_81,3,0
Allen_Williams_81,4,3
Allen_Williams_81,5,-1
Allen_Williams_81,6,1
Allen_Williams_81,7,9
Allen_Williams_81,8,12
Allen_Williams_81,9,0
Allen_Williams_81,10,0
Allen_Williams_81,11,-2
Allen_Williams_81,12,9
Allen_Williams_81,13,0
Allen_Williams_81,19,0
Allen_Williams_81,20,1
Allen_Williams_81,22,4
Allen_Williams_81,24,0
Allen_Williams_81,25,1
Allen_Williams_81,26,0
Allen_Williams_81,27,0
Allen_Williams_81,28,9
Allen_Williams_81,29,6
Allen_Williams_81,30,9
Allen_Williams_82,1,3
Allen_Williams_82,2,18
Allen_Williams_82,3,12
Allen_Williams_82,4,15
Allen_Williams_82,5,5
Allen_Williams_82,6,8
Allen_Williams_82,7,8
Allen_Williams_82,8,-1
Allen_Williams_82,9,1
Allen_Williams_82,11,-2
Allen_Williams_82,12,-2
Allen_Williams_82,14,0
Allen_Williams_82,15,0
Allen_Williams_82,16,2
Allen_Williams_82,17,-1
Allen_Williams_82,19,0
Allen_Williams_82,20,0
Allen_Williams_82,21,1
Amile_Jefferson_13,1,7
Amile_Jefferson_13,2,1
Amile_Jefferson_13,3,6
Amile_Jefferson_13,4,2
Amile_Jefferson_13,5,0
Amile_Jefferson_13,6,0
Amile_Jefferson_13,7,0
Amile_Jefferson_13,8,11
Amile_Jefferson_13,9,9
Amile_Jefferson_13,10,5
Amile_Jefferson_13,11,1
Amile_Jefferson_13,13,0
Amile_Jefferson_13,14,2
Amile_Jefferson_13,15,8
Amile_Jefferson_13,16,14
Amile_Jefferson_13,17,13
Amile_Jefferson_13,18,15
Amile_Jefferson_13,19,15
Amile_Jefferson_13,20,2
Amile_Jefferson_13,21,16
Amile_Jefferson_13,22,8
Amile_Jefferson_13,23,6
Amile_Jefferson_13,24,8
Amile_Jefferson_13,25,2
Amile_Jefferson_13,26,6
Amile_Jefferson_13,27,15
Amile_Jefferson_13,28,3
Amile_Jefferson_13,30,3
Amile_Jefferson_13,32,0
Amile_Jefferson_13,34,0
Amile_Jefferson_13,35,5
Amile_Jefferson_13,37,0
Amile_Jefferson_14,1,7
Amile_Jefferson_14,2,14
Amile_Jefferson_14,3,10
Amile_Jefferson_14,4,11
Amile_Jefferson_14,5,9
Amile_Jefferson_14,6,5
Amile_Jefferson_14,7,1
Amile_Jefferson_14,8,1
Amile_Jefferson_14,9,16
Amile_Jefferson_14,10,10
Amile_Jefferson_14,11,18
Amile_Jefferson_14,12,17
Amile_Jefferson_14,13,12
Amile_Jefferson_14,14,11
Amile_Jefferson_14,15,16
Amile_Jefferson_14,16,12
Amile_Jefferson_14,17,27
Amile_Jefferson_14,18,17
Amile_Jefferson_14,19,15
Amile_Jefferson_14,20,4
Amile_Jefferson_14,21,28
Amile_Jefferson_14,22,22
Amile_Jefferson_14,23,4
Amile_Jefferson_14,24,16
Amile_Jefferson_14,25,18
Amile_Jefferson_14,26,7
Amile_Jefferson_14,27,4
Amile_Jefferson_14,28,7
Amile_Jefferson_14,29,11
Amile_Jefferson_14,30,4
Amile_Jefferson_14,31,17
Amile_Jefferson_14,32,17
Amile_Jefferson_14,33,17
Amile_Jefferson_14,34,14
Amile_Jefferson_14,35,12
Amile_Jefferson_15,1,11
Amile_Jefferson_15,2,22
Amile_Jefferson_15,3,7
Amile_Jefferson_15,4,13
Amile_Jefferson_15,5,17
Amile_Jefferson_15,6,30
Amile_Jefferson_15,7,17
Amile_Jefferson_15,8,10
Amile_Jefferson_15,9,15
Amile_Jefferson_15,10,20
Amile_Jefferson_15,11,11
Amile_Jefferson_15,12,9
Amile_Jefferson_15,13,7
Amile_Jefferson_15,14,3
Amile_Jefferson_15,15,10
Amile_Jefferson_15,16,21
Amile_Jefferson_15,17,21
Amile_Jefferson_15,18,17
Amile_Jefferson_15,19,10
Amile_Jefferson_15,20,4
Amile_Jefferson_15,21,3
Amile_Jefferson_15,22,12
Amile_Jefferson_15,23,6
Amile_Jefferson_15,24,7
Amile_Jefferson_15,25,1
Amile_Jefferson_15,26,20
Amile_Jefferson_15,27,-1
Amile_Jefferson_15,28,8
Amile_Jefferson_15,29,3
Amile_Jefferson_15,30,14
Amile_Jefferson_15,31,5
Amile_Jefferson_15,32,4
Amile_Jefferson_15,33,6
Amile_Jefferson_15,34,14
Amile_Jefferson_15,35,0
Amile_Jefferson_15,36,7
Amile_Jefferson_15,37,4
Amile_Jefferson_15,38,6
Amile_Jefferson_15,39,15
Amile_Jefferson_16,1,26
Amile_Jefferson_16,2,21
Amile_Jefferson_16,3,26
Amile_Jefferson_16,4,9
Amile_Jefferson_16,5,9
Amile_Jefferson_16,6,16
Amile_Jefferson_16,7,25
Amile_Jefferson_16,8,25
Amile_Jefferson_16,9,20
Amile_Jefferson_17,1,13
Amile_Jefferson_17,2,25
Amile_Jefferson_17,3,8
Amile_Jefferson_17,4,25
Amile_Jefferson_17,5,24
Amile_Jefferson_17,6,23
Amile_Jefferson_17,7,23
Amile_Jefferson_17,8,26
Amile_Jefferson_17,9,32
Amile_Jefferson_17,10,41
Amile_Jefferson_17,11,22
Amile_Jefferson_17,12,13
Amile_Jefferson_17,13,18
Amile_Jefferson_17,14,17
Amile_Jefferson_17,15,17
Amile_Jefferson_17,16,12
Amile_Jefferson_17,19,13
Amile_Jefferson_17,20,11
Amile_Jefferson_17,21,6
Amile_Jefferson_17,22,5
Amile_Jefferson_17,23,23
Amile_Jefferson_17,24,6
Amile_Jefferson_17,25,16
Amile_Jefferson_17,26,9
Amile_Jefferson_17,27,27
Amile_Jefferson_17,28,19
Amile_Jefferson_17,29,3
Amile_Jefferson_17,30,25
Amile_Jefferson_17,31,19
Amile_Jefferson_17,32,21
Amile_Jefferson_17,33,7
Amile_Jefferson_17,34,11
Amile_Jefferson_17,35,21
Amile_Jefferson_17,36,14
Amile_Jefferson_17,37,28
Andre_Buckner_1,1,3
Andre_Buckner_1,3,-1
Andre_Buckner_1,5,-1
Andre_Buckner_1,7,1
Andre_Buckner_1,8,-1
Andre_Buckner_1,9,0
Andre_Buckner_1,10,-1
Andre_Buckner_1,13,0
Andre_Buckner_1,14,2
Andre_Buckner_1,16,-1
Andre_Buckner_1,18,1
Andre_Buckner_1,19,0
Andre_Buckner_1,20,0
Andre_Buckner_1,22,0
Andre_Buckner_1,23,0
Andre_Buckner_1,24,0
Andre_Buckner_1,26,-1
Andre_Buckner_1,27,0
Andre_Buckner_1,31,-3
Andre_Buckner_1,33,3
Andre_Buckner_1,34,0
Andre_Buckner_1,36,0
Andre_Buckner_1,38,0
Andre_Buckner_2,1,1
Andre_Buckner_2,2,0
Andre_Buckner_2,3,-3
Andre_Buckner_2,4,1
Andre_Buckner_2,6,4
Andre_Buckner_2,8,0
Andre_Buckner_2,9,-1
Andre_Buckner_2,10,0
Andre_Buckner_2,11,0
Andre_Buckner_2,13,0
Andre_Buckner_2,14,-2
Andre_Buckner_2,16,-1
Andre_Buckner_2,17,0
Andre_Buckner_2,18,1
Andre_Buckner_2,20,-1
Andre_Buckner_2,21,5
Andre_Buckner_2,22,0
Andre_Buckner_2,23,-1
Andre_Buckner_2,25,0
Andre_Buckner_2,26,5
Andre_Buckner_2,27,6
Andre_Buckner_2,28,0
Andre_Buckner_20,1,0
Andre_Buckner_20,2,3
Andre_Buckner_20,3,0
Andre_Buckner_20,6,0
Andre_Buckner_20,7,1
Andre_Buckner_20,8,4
Andre_Buckner_20,9,0
Andre_Buckner_20,12,2
Andre_Buckner_20,13,2
Andre_Buckner_20,16,4
Andre_Buckner_20,18,0
Andre_Buckner_20,20,3
Andre_Buckner_20,21,0
Andre_Buckner_20,23,0
Andre_Buckner_20,25,2
Andre_Buckner_20,26,0
Andre_Buckner_20,27,4
Andre_Buckner_20,29,2
Andre_Buckner_20,30,2
Andre_Buckner_20,32,0
Andre_Buckner_3,1,5
Andre_Buckner_3,3,0
Andre_Buckner_3,5,0
Andre_Buckner_3,6,3
Andre_Buckner_3,8,1
Andre_Buckner_3,9,0
Andre_Buckner_3,11,0
Andre_Buckner_3,13,1
Andre_Buckner_3,14,0
Andre_Buckner_3,15,1
Andre_Buckner_3,16,0
Andre_Buckner_3,18,0
Andre_Buckner_3,21,0
Andre_Buckner_3,23,0
Andre_Buckner_3,24,0
Andre_Buckner_3,26,2
Andre_Buckner_3,29,-2
Andre_Buckner_3,30,0
Andre_Buckner_3,32,-1
Andre_Dawkins_10,1,11
Andre_Dawkins_10,2,10
Andre_Dawkins_10,3,5
Andre_Dawkins_10,4,22
Andre_Dawkins_10,5,7
Andre_Dawkins_10,6,12
Andre_Dawkins_10,7,16
Andre_Dawkins_10,8,2
Andre_Dawkins_10,9,16
Andre_Dawkins_10,10,1
Andre_Dawkins_10,11,5
Andre_Dawkins_10,12,8
Andre_Dawkins_10,13,-2
Andre_Dawkins_10,14,-2
Andre_Dawkins_10,15,2
Andre_Dawkins_10,16,2
Andre_Dawkins_10,17,3
Andre_Dawkins_10,18,-1
Andre_Dawkins_10,20,2
Andre_Dawkins_10,21,2
Andre_Dawkins_10,23,0
Andre_Dawkins_10,24,-1
Andre_Dawkins_10,25,-2
Andre_Dawkins_10,26,3
Andre_Dawkins_10,27,-5
Andre_Dawkins_10,28,-3
Andre_Dawkins_10,29,6
Andre_Dawkins_10,30,5
Andre_Dawkins_10,31,6
Andre_Dawkins_10,32,-1
Andre_Dawkins_10,33,-4
Andre_Dawkins_10,34,6
Andre_Dawkins_10,35,-4
Andre_Dawkins_10,36,0
Andre_Dawkins_10,37,0
Andre_Dawkins_10,38,4
Andre_Dawkins_10,39,1
Andre_Dawkins_10,40,-1
Andre_Dawkins_11,1,9
Andre_Dawkins_11,2,8
Andre_Dawkins_11,3,17
Andre_Dawkins_11,4,13
Andre_Dawkins_11,5,11
Andre_Dawkins_11,6,10
Andre_Dawkins_11,7,7
Andre_Dawkins_11,8,18
Andre_Dawkins_11,9,23
Andre_Dawkins_11,10,1
Andre_Dawkins_11,11,21
Andre_Dawkins_11,12,12
Andre_Dawkins_11,14,14
Andre_Dawkins_11,15,5
Andre_Dawkins_11,16,2
Andre_Dawkins_11,17,12
Andre_Dawkins_11,18,3
Andre_Dawkins_11,19,-1
Andre_Dawkins_11,20,2
Andre_Dawkins_11,21,5
Andre_Dawkins_11,22,11
Andre_Dawkins_11,23,2
Andre_Dawkins_11,24,0
Andre_Dawkins_11,25,-4
Andre_Dawkins_11,26,4
Andre_Dawkins_11,27,-2
Andre_Dawkins_11,28,6
Andre_Dawkins_11,30,0
Andre_Dawkins_11,31,-4
Andre_Dawkins_11,32,7
Andre_Dawkins_11,33,1
Andre_Dawkins_11,34,9
Andre_Dawkins_11,35,12
Andre_Dawkins_11,36,4
Andre_Dawkins_11,37,7
Andre_Dawkins_12,1,0
Andre_Dawkins_12,2,4
Andre_Dawkins_12,3,26
Andre_Dawkins_12,4,1
Andre_Dawkins_12,5,8
Andre_Dawkins_12,7,4
Andre_Dawkins_12,8,0
Andre_Dawkins_12,9,15
Andre_Dawkins_12,10,14
Andre_Dawkins_12,11,12
Andre_Dawkins_12,12,0
Andre_Dawkins_12,13,5
Andre_Dawkins_12,14,-2
Andre_Dawkins_12,15,3
Andre_Dawkins_12,16,8
Andre_Dawkins_12,17,22
Andre_Dawkins_12,18,16
Andre_Dawkins_12,19,12
Andre_Dawkins_12,20,3
Andre_Dawkins_12,21,10
Andre_Dawkins_12,22,7
Andre_Dawkins_12,23,0
Andre_Dawkins_12,24,5
Andre_Dawkins_12,25,0
Andre_Dawkins_12,26,10
Andre_Dawkins_12,27,11
Andre_Dawkins_12,28,19
Andre_Dawkins_12,29,-5
Andre_Dawkins_12,30,1
Andre_Dawkins_12,31,0
Andre_Dawkins_12,32,-3
Andre_Dawkins_12,33,0
Andre_Dawkins_12,34,-1
Andre_Dawkins_14,1,0
Andre_Dawkins_14,3,19
Andre_Dawkins_14,4,13
Andre_Dawkins_14,5,1
Andre_Dawkins_14,6,9
Andre_Dawkins_14,7,-3
Andre_Dawkins_14,8,3
Andre_Dawkins_14,9,9
Andre_Dawkins_14,10,13
Andre_Dawkins_14,11,1
Andre_Dawkins_14,12,23
Andre_Dawkins_14,13,16
Andre_Dawkins_14,14,4
Andre_Dawkins_14,15,10
Andre_Dawkins_14,16,3
Andre_Dawkins_14,17,5
Andre_Dawkins_14,18,7
Andre_Dawkins_14,19,5
Andre_Dawkins_14,20,9
Andre_Dawkins_14,21,19
Andre_Dawkins_14,22,10
Andre_Dawkins_14,23,15
Andre_Dawkins_14,24,0
Andre_Dawkins_14,25,1
Andre_Dawkins_14,26,7
Andre_Dawkins_14,27,4
Andre_Dawkins_14,28,-2
Andre_Dawkins_14,29,-1
Andre_Dawkins_14,30,6
Andre_Dawkins_14,31,4
Andre_Dawkins_14,32,-2
Andre_Dawkins_14,34,4
Andre_Dawkins_14,35,-5
Andre_Dawkins_21,1,9
Andre_Sweet_1,1,4
Andre_Sweet_1,3,2
Andre_Sweet_1,5,13
Andre_Sweet_1,7,8
Andre_Sweet_1,8,-2
Andre_Sweet_1,9,7
Andre_Sweet_1,10,4
Andy_Borman_4,1,0
Andy_Borman_4,3,3
Andy_Borman_4,5,0
Andy_Borman_4,6,0
Andy_Borman_4,7,0
Andy_Borman_4,9,1
Andy_Borman_4,10,0
Andy_Borman_4,12,1
Andy_Borman_4,13,2
Andy_Borman_4,14,-2
Andy_Borman_4,21,0
Andy_Borman_4,22,1
Andy_Borman_4,25,0
Andy_Borman_4,26,0
Andy_Borman_4,33,2
Andy_Borman_4,34,0
Andy_Means_2,1,2
Andy_Means_2,3,4
Andy_Means_2,8,2
Andy_Means_2,11,1
Andy_Means_2,23,1
Andy_Means_2,26,4
Andy_Means_2,27,0
Andy_Means_2,28,0
Andy_Means_2,31,-1
Andy_Means_2,32,3
Antonio_Lang_91,1,6
Antonio_Lang_91,2,5
Antonio_Lang_91,3,4
Antonio_Lang_91,5,18
Antonio_Lang_91,6,13
Antonio_Lang_91,7,3
Antonio_Lang_91,8,9
Antonio_Lang_91,9,4
Antonio_Lang_91,10,9
Antonio_Lang_91,11,20
Antonio_Lang_91,12,10
Antonio_Lang_91,13,9
Antonio_Lang_91,14,7
Antonio_Lang_91,15,4
Antonio_Lang_91,16,5
Antonio_Lang_91,17,11
Antonio_Lang_91,18,7
Antonio_Lang_91,19,6
Antonio_Lang_91,20,9
Antonio_Lang_91,21,-2
Antonio_Lang_91,22,2
Antonio_Lang_91,23,0
Antonio_Lang_91,24,-1
Antonio_Lang_91,25,3
Antonio_Lang_91,26,7
Antonio_Lang_91,27,0
Antonio_Lang_91,29,1
Antonio_Lang_91,30,3
Antonio_Lang_91,32,11
Antonio_Lang_91,33,1
Antonio_Lang_91,34,13
Antonio_Lang_91,35,1
Antonio_Lang_91,36,-2
Antonio_Lang_91,37,0
Antonio_Lang_91,38,1
Antonio_Lang_91,39,0
Antonio_Lang_92,1,-1
Antonio_Lang_92,2,-2
Antonio_Lang_92,3,-2
Antonio_Lang_92,4,6
Antonio_Lang_92,5,2
Antonio_Lang_92,6,9
Antonio_Lang_92,7,7
Antonio_Lang_92,8,1
Antonio_Lang_92,9,9
Antonio_Lang_92,10,11
Antonio_Lang_92,11,1
Antonio_Lang_92,12,9
Antonio_Lang_92,13,14
Antonio_Lang_92,14,6
Antonio_Lang_92,15,10
Antonio_Lang_92,16,3
Antonio_Lang_92,17,17
Antonio_Lang_92,18,3
Antonio_Lang_92,19,6
Antonio_Lang_92,20,13
Antonio_Lang_92,21,10
Antonio_Lang_92,22,10
Antonio_Lang_92,23,10
Antonio_Lang_92,24,18
Antonio_Lang_92,25,16
Antonio_Lang_92,26,6
Antonio_Lang_92,27,16
Antonio_Lang_92,28,12
Antonio_Lang_92,29,10
Antonio_Lang_92,30,6
Antonio_Lang_92,31,21
Antonio_Lang_92,32,6
Antonio_Lang_92,33,3
Antonio_Lang_92,34,8
Antonio_Lang_93,1,9
Antonio_Lang_93,2,-3
Antonio_Lang_93,3,15
Antonio_Lang_93,4,11
Antonio_Lang_93,5,6
Antonio_Lang_93,6,3
Antonio_Lang_93,7,9
Antonio_Lang_93,9,10
Antonio_Lang_93,10,16
Antonio_Lang_93,11,1
Antonio_Lang_93,12,16
Antonio_Lang_93,13,16
Antonio_Lang_93,14,5
Antonio_Lang_93,15,2
Antonio_Lang_93,16,12
Antonio_Lang_93,17,20
Antonio_Lang_93,18,4
Antonio_Lang_93,19,10
Antonio_Lang_93,20,9
Antonio_Lang_93,21,9
Antonio_Lang_93,22,18
Antonio_Lang_93,23,3
Antonio_Lang_93,24,10
Antonio_Lang_93,25,15
Antonio_Lang_93,26,21
Antonio_Lang_93,27,14
Antonio_Lang_93,28,23
Antonio_Lang_93,29,9
Antonio_Lang_93,30,-1
Antonio_Lang_93,31,6
Antonio_Lang_93,32,4
